url,title,original_text,word_count,processed_tokens_count,processed_tokens_sample,sentiment,sentiment_scores
https://www.bbc.com/news/world/latin_america,NewsNews,"In an exclusive interview, Brazil's president says Trump is ""not emperor of the world"". For the first time in almost three decades Colombia loses its certification as a US ally in the war on drugs. Initial reports suggested the sinkhole was caused by a collapsed drainage system, according to Iztapalapa's mayor. Pascoal - famed for his blend of jazz and traditional music - wrote more than 2,000 instrumental pieces. Oblique Seville ends Jamaica's nine-year wait for a global 100m title with his her...",511,287,"['exclusive', 'interview', 'brazils', 'president', 'says', 'trump', 'emperor', 'world', 'first', 'time', 'almost', 'three', 'decades', 'colombia', 'loses', 'certification', 'ally', 'war', 'drugs', 'initial']",negative,"{'neg': 0.119, 'neu': 0.838, 'pos': 0.043, 'compound': -0.9895}"
https://www.bbc.com/news/world/australia,NewsNews,"He faces 27 charges which allege that he indecently assaulted or groped nine men from 2001 to 2019. The country is one of the world's biggest carbon emitters per capita. Stricter emissions targets have now been imposed on Woodside Energy's North West Shelf project. There are many more species of peacock spider than other animals, scientists think they may know why. Wildlife experts say Mike Holston's actions in Far North Queensland were dangerous and cruel. The country is one of the world's bigg...",374,230,"['faces', 'charges', 'allege', 'indecently', 'assaulted', 'groped', 'nine', 'men', 'country', 'one', 'worlds', 'biggest', 'carbon', 'emitters', 'per', 'capita', 'stricter', 'emissions', 'targets', 'imposed']",negative,"{'neg': 0.179, 'neu': 0.8, 'pos': 0.021, 'compound': -0.996}"
https://www.bbc.com/news/uk,NewsNews,"Home Secretary Shabana Mahmood said attempts to block removals ""are intolerable"" and threaten the government's plans. The state visit will continue on Thursday, as it moves from a royal spectacle to political talks with PM Keir Starmer The verdict has been used in criminal trials for hundreds of years but campaigners had called for it to be abolished. The rain is set to continue into the weekend as some areas of the UK have already had nearly double the average rainfall for September. The docume...",686,387,"['home', 'secretary', 'shabana', 'mahmood', 'said', 'attempts', 'block', 'removals', 'intolerable', 'threaten', 'governments', 'plans', 'state', 'visit', 'continue', 'thursday', 'moves', 'royal', 'spectacle', 'political']",negative,"{'neg': 0.065, 'neu': 0.882, 'pos': 0.053, 'compound': -0.85}"
https://www.bbc.com/news/world/middle_east,NewsNews,"The sight of tanks in Sheikh Radwan has caused widespread alarm among residents, with thousands fleeing south. Israel says its aim is to defeat up to 3,000 Hamas fighters who remain there, but the offensive has drawn international condemnation. The drought has slashed wheat harvests by 40% in a country where nearly 90% of the population already lives in poverty. A photo of the 3,000-year-old bracelet has been sent to airports, seaports and border crossings to stop it being smuggled out of the co...",604,341,"['sight', 'tanks', 'sheikh', 'radwan', 'caused', 'widespread', 'alarm', 'among', 'residents', 'thousands', 'fleeing', 'south', 'israel', 'says', 'aim', 'defeat', 'hamas', 'fighters', 'remain', 'offensive']",negative,"{'neg': 0.187, 'neu': 0.77, 'pos': 0.043, 'compound': -0.9986}"
https://www.bbc.com/news/world/africa,NewsNews,"Islamists fighters are trying to prevent deliveries of fuel and other essential supplies to landlocked Mali. Police suspect some of the victims were accused of witchcraft by others on the boat that had travelled from Senegal. The 32-year-old footballer was in court accused of raping two women and sexually assaulting another. Kenya's Beatrice Chebet is aiming to become just the third woman to clinch a 5,000m-10,000m double at the World Athletics Championships. Million of litres of highly acidic w...",630,377,"['islamists', 'fighters', 'trying', 'prevent', 'deliveries', 'fuel', 'essential', 'supplies', 'landlocked', 'mali', 'police', 'suspect', 'victims', 'accused', 'witchcraft', 'others', 'boat', 'travelled', 'senegal', 'yearold']",negative,"{'neg': 0.172, 'neu': 0.75, 'pos': 0.078, 'compound': -0.9967}"
https://www.bbc.com/news/us-canada,NewsNews,"Donald Trump's visit moves from royal spectacle to political talks with the UK prime minister. Chicken and a special cocktail are being served, while Rupert Murdoch and Tim Cook are among the guests. The Federal Reserve makes its first cut to interest rates since 2024, and signals more to come. The former president criticised the response to the shooting by President Trump, who has vowed to tackle ""radical leftists"". Susan Monarez testified she had refused RFK Jr's demands to approve vaccine rec...",608,350,"['donald', 'trumps', 'visit', 'moves', 'royal', 'spectacle', 'political', 'talks', 'prime', 'minister', 'chicken', 'special', 'cocktail', 'served', 'rupert', 'murdoch', 'tim', 'cook', 'among', 'guests']",negative,"{'neg': 0.105, 'neu': 0.824, 'pos': 0.07, 'compound': -0.97}"
https://www.bbc.com/news/world/europe,NewsNews,"Christian Brückner has never been charged with any crime in relation to the McCann case. Yulia Navalnaya is urging the two laboratories she says found her husband was poisoned to release their findings. Prosecutors say the right-wing former presidential candidate conspired to overthrow constitutional order in the country. Items retrieved from the wreck of HMHS Britannic in the Aegean include a bell and binoculars, Greece says. The Zapad-2025 military drills come just days after Poland accused Mo...",585,350,"['christian', 'brckner', 'never', 'charged', 'crime', 'relation', 'mccann', 'case', 'yulia', 'navalnaya', 'urging', 'two', 'laboratories', 'says', 'found', 'husband', 'poisoned', 'release', 'findings', 'prosecutors']",negative,"{'neg': 0.143, 'neu': 0.82, 'pos': 0.037, 'compound': -0.9966}"
https://www.bbc.com/news/topics/c2vdnvdg6xxt,NewsNews,"The sight of tanks in Sheikh Radwan has caused widespread alarm among residents, with thousands fleeing south. Despite the forceful language, the measures appear unlikely to pass and have been condemned by Israel. It comes as a UN commission of inquiry found that Israel was committing genocide in Gaza. Marco Rubio was a guest of honour at contentious tunnel excavated under Palestinian homes in occupied East Jerusalem. Despite the forceful language, the measures appear unlikely to pass and have b...",475,273,"['sight', 'tanks', 'sheikh', 'radwan', 'caused', 'widespread', 'alarm', 'among', 'residents', 'thousands', 'fleeing', 'south', 'despite', 'forceful', 'language', 'measures', 'appear', 'unlikely', 'pass', 'condemned']",negative,"{'neg': 0.16, 'neu': 0.808, 'pos': 0.032, 'compound': -0.9964}"
https://www.bbc.com/news/world/asia,NewsNews,"An unusually fierce monsoon has derailed daily life more than ever in the South East Asian nation. They accuse the manufacturers of doing ""nothing"" despite being aware of the plane's risks. Demonstrators had burned tyres and set a government vehicle alight, while police responded with tear gas. Korean workers who were detained in the US say they were treated like criminals and are still in shock. Gen Z protesters in Nepal tell the BBC of their pride and heartbreak after last week's momentous pro...",462,277,"['unusually', 'fierce', 'monsoon', 'derailed', 'daily', 'life', 'ever', 'south', 'east', 'asian', 'nation', 'accuse', 'manufacturers', 'nothing', 'despite', 'aware', 'planes', 'risks', 'demonstrators', 'burned']",negative,"{'neg': 0.131, 'neu': 0.821, 'pos': 0.048, 'compound': -0.9883}"
https://www.bbc.com/news/war-in-ukraine,NewsNews,"Russia imprisoned Dmytro shortly after its invasion of Ukraine in 2022. He was freed last month. The Zapad-2025 military drills come just days after Poland accused Moscow of violating its air space with a drone incursion. The US president has repeatedly threatened tougher measures against Moscow, but has so far failed to take action. The overnight attack is the largest since May, but follows much larger bombardments from Russia. In Bilozerske, eastern Ukraine, people must make the agonising deci...",523,321,"['russia', 'imprisoned', 'dmytro', 'shortly', 'invasion', 'ukraine', 'freed', 'last', 'month', 'zapad', 'military', 'drills', 'come', 'days', 'poland', 'accused', 'moscow', 'violating', 'air', 'space']",negative,"{'neg': 0.204, 'neu': 0.754, 'pos': 0.042, 'compound': -0.9986}"
